Perimeter,Area,MinR,MaxR,Major_axis,Minor_axis,Orientation,Convex_hull_perimeter,Convex_hull_area,Aspect ratio,Circularity,Roundness,Area equivalent diameter,Perimeter equivalent diameter,Compactness,Solidity,Concavity,Convexity,Shape,Shape factor,R factor,Modification ratio,Sphericity,Bounding box area,Rectangularity,Eccentricity,Equiv_elipse_area,Max_feret,Min_feret,Elongation,HU1,HU2,HU3,HU4,HU5,HU6,HU7,FD1,FD2,FD3,FD4
"130,12","878,5","10,3","27,61","54,89",21,"31,52","125,99",899,"2,61","0,65","0,37","33,44","41,42","4,51","0,98","20,5","0,97","19,27","0,63","0,73","0,38","0,37",1519,"0,58","0,59","3620,74","55,23","21,83","2,53","0,62","1,5","4,12","10,81","-6,4","9,71","5,1","4,81","0,93","2,16","16,42"
"128,12","815,5",10,"27,3","53,5","20,79","151,99","123,7",839,"2,57","0,62","0,36","32,22","40,78","4,41","0,97","23,5","0,97","20,13","0,59","0,74","0,37","0,37",1421,"0,57","0,64","3493,96","54,59","22,15","2,46","0,61","1,47","3,9","-10,89","-6,16","9,37","4,95","6,37","2,14","5,21","16,14"
"113,6",637,8,"23,54","49,47","17,41","96,51","109,29","669,5","2,84","0,62","0,33","28,48","36,16","4,05","0,95","32,5","0,96","20,26","0,43","0,7","0,32","0,34",940,"0,68","0,48","2706,29","46,39","17,99","2,58","0,59","1,41","3,3","-8,26","-5,11","8,45","4,36","5,84","0,67","0,55","15,13"
"132,91",681,"6,71","28,62","61,75","14,55","163,42","126,31",726,"4,25","0,48","0,23","29,45","42,31","3,75","0,94",45,"0,95","25,94","0,44","0,65","0,22","0,23",1320,"0,52","0,8","2821,58","57,25","15,38","3,72","0,46","1,02","4,74","10,38","6,05","-10,57","5,29","8,29","0,07","0,07","16,44"
"135,54",943,"10,63","28,22","59,27","21,75","153,45","130,6","968,5","2,72","0,65","0,34","34,65","43,14","4,5","0,97","25,5","0,96","19,48","0,68","0,7","0,36","0,38",1700,"0,55","0,96","4049,75","56,44","22,81","2,47","0,62","1,49","3,47","7,64","4,69","8,68","3,94","6,63","0,65","0,42","18,27"
"131,44","673,5","8,49","28,43","55,33","16,22","141,3","124,79","723,5","3,41","0,49","0,28","29,28","41,84","3,94","0,93",50,"0,95","25,65","0,87","0,72","0,31","0,3",1755,"0,38","0,63","2818,57","56,85","17,8","3,19","0,51","1,15","2,84","6,16","3,76","-7,14","3,16","7,88","0,73","0,48","16,37"
"134,91",921,10,"26,93","54,87","22,82","10,22","128,68",971,"2,4","0,64","0,39","34,24","42,94","4,62","0,95",50,"0,95","19,76","0,47","0,75","0,36","0,37",1325,"0,7","0,89","3934,23","53,85","22,41","2,4","0,63","1,54","3,27","-8,27","-5,19","-8,5","4,38","6,23","1,01","0,47","18,02"
"122,77",632,"6,32","25,99","53,18","15,24","6,83","117,68","670,5","3,49","0,53","0,28","28,37","39,08","3,89","0,94","38,5","0,96","23,85","0,31","0,7","0,24","0,24",832,"0,76","0,56","2545,74","51,97","24,6","2,11","0,51","1,15","3,16","-7,97","-4,81","7,93","4,15","7,79","1,32","3,07","15,18"
"144,61","1056,5","11,4",30,"60,05","23,4","52,93","137,92",1092,"2,57","0,63","0,37","36,68","46,03","4,73","0,97","35,5","0,95","19,79","0,76","0,73","0,38","0,38",1900,"0,56","0,74","4414,07",60,"24,3","2,47","0,63","1,54","3,26","7,85","5,22","7,85","4,05","6,86","0,92","0,7","19,36"
"150,23",1171,"12,08","30,52","63,22","24,49","104,38","143,29","1231,5","2,58","0,65","0,37","38,61","47,82","4,86","0,95","60,5","0,95","19,27","0,53","0,72","0,38","0,4",1829,"0,64","0,53","4863,96","59,24","25,89","2,29","0,62","1,51","4,06","8,88","5,34","-9,77","4,56","6,35","1,27","3,35","19,29"
"126,47","770,5","9,22","26,86","52,46","19,13","26,46","121,26","810,5","2,74","0,61","0,36","31,32","40,26","4,32","0,95",40,"0,96","20,76","0,6","0,74","0,35","0,34",1392,"0,55","0,83","3152,75","53,71","21,83","2,46","0,59","1,41","4,18","8,88","5,24","-9,84","4,53","5,92","0,9","0,27","16,27"
"151,2",1109,"10,82","31,02","63,78","22,73","65,98","143,43",1161,"2,81","0,61","0,35","37,58","48,13","4,71","0,96",52,"0,95","20,61","0,59","0,72","0,34","0,35",2065,"0,54","0,58","4555,05","62,03","23,63","2,63","0,6","1,42","3,52","8,24","5,28","-8,28","4,23","7,3","0,38","3,87","18,98"
"118,18","709,5",8,"24,62","50,51","19,07","4,79","114,93",739,"2,65","0,64","0,35","30,06","37,62","4,23","0,96","29,5","0,97","19,69","0,37","0,72","0,32","0,32",882,"0,8","0,68","3025,73","49,24","21,34","2,31","0,59","1,42","3,31","-8,23","-5,1","9,3","4,39","6,95","0,85","1,24","16,45"
"129,98","818,5","8,94","26,93","56,49","19,92","111,27","124,22",858,"2,84","0,61","0,33","32,28","41,37","4,3","0,95","39,5","0,96","20,64","0,51","0,7","0,32","0,33",1326,"0,62","0,79","3535,31","52,8","22,75","2,32","0,59","1,4","3,18","-8,2","-5,1","7,94","4,2","5,32","1,23","3,07","15,56"
"155,24","938,5","9,19","33,5","70,33","18,54","131,06","148,29",1022,"3,79","0,49","0,24","34,57","49,41","4,12","0,92","83,5","0,96","25,68","0,82","0,67","0,26","0,27",2475,"0,38","0,64","4095,93","67,01","19,43","3,45","0,49","1,11","2,94","-7,59","-4,57","7,42","3,91","9,51","0,98","0,74","19,41"
"148,23",927,9,"31,15","65,61","19,75","76,34","140,85",1001,"3,32","0,53","0,27","34,36","47,18","4,24","0,93",74,"0,95","23,7","0,45","0,68","0,27","0,29",1620,"0,57","0,61","4070,7","62,3","19,53","3,19","0,53","1,22","3,17","6,79","4,13","7,59","3,47","8,48","0,73","0,69","18,79"
"118,71",633,"7,81","24,84","52,85","16,54","49,16","113,34","682,5","3,2","0,56","0,29","28,39","37,79","3,91","0,93","49,5","0,95","22,26","0,95","0,68","0,3","0,31",1443,"0,44","0,76","2745,71","49,68","17,65","2,82","0,56","1,3","2,95","7,33","5,34","7,13","3,72","6,42","0,87","0,64","15,29"
"140,23",1016,"11,7","29,03","56,24","23,05","169,84","133,69","1048,5","2,44","0,65","0,41","35,97","44,64","4,8","0,97","32,5","0,95","19,35","0,45","0,76","0,42","0,4",1508,"0,67","0,47","4072,95","58,05","25,44","2,28","0,64","1,56","3,76","8,27","5,06","9,23","4,26","6,49","0,5","0,34","18,9"
"130,77",780,9,"27,23","56,26","18,95","1,46","125,84",817,"2,97","0,57","0,31","31,51","41,63","4,2","0,95",37,"0,96","21,92","0,36","0,71","0,32","0,33",1100,"0,71","0,64","3348,37","54,45","18,62","2,92","0,57","1,34","2,99","6,79","4,29","7,23","3,51","8,85","1,24","3,13","17,46"
"145,15","791,5",8,"31,05","64,64","16,59","165,9","137,62",844,"3,9","0,47","0,24","31,75","46,2","3,95","0,94","52,5","0,95","26,62","0,36","0,68","0,25","0,26",1342,"0,59","0,76","3369,68","62,1","17,25","3,6","0,47","1,05","2,83","6,72","4,37","6,79","3,46","9,04","0,88","0,66","17,89"
"135,84","780,5",8,"29,12","60,56","17,69","172,74","131,1","834,5","3,42","0,53","0,27","31,52","43,24","4,05","0,94",54,"0,97","23,64","0,34","0,69","0,26","0,27",1160,"0,67","0,52","3365,52","58,25","24,42","2,39","0,5","1,15","2,84","7,9","-4,91","6,97","3,7","8,09","1,01","0,64","17,35"
"153,78","1042,5","9,22","30,22","62,74","25,97","15,08","144,66",1207,"2,42","0,55","0,34","36,43","48,95","4,6","0,86","164,5","0,94","22,68","0,58","0,73","0,29","0,31",2006,"0,52","0,7","5119,62","60,44","32,45","1,86","0,56","1,37","2,45","-6,48","-4,21","-6,68","3,45","7,69","2,16","2,06","19,34"
"121,98","793,5","9,49","25,05","51,94",20,"114,89","117,55","820,5","2,6","0,67","0,37","31,79","38,83","4,41","0,97",27,"0,96","18,75","0,59","0,72","0,37","0,38",1242,"0,64","0,71","3263,51","48,88","21,95","2,23","0,63","1,53","3,91","10,02","-6,33","9,22","4,84","5,63","0,39","0,4","16,57"
"119,36","697,5",8,"24,68","50,39","19,69","2,67","115,42","719,5","2,56","0,62","0,35","29,8","37,99","4,2","0,97",22,"0,97","20,42","0,38","0,73","0,32","0,32",950,"0,73","0,21","3116,35","49,37","19,23","2,57","0,59","1,39","3,25","-8,88","-5,35","-7,96","4,22","6,28","0,86","0,21","15,92"
"132,43",852,9,"27,37","56,81","19,6","177,05","127,87","893,5","2,9","0,61","0,34","32,94","42,15","4,37","0,95","41,5","0,97","20,58","0,36","0,72","0,32","0,33",1100,"0,77","0,82","3498,13","54,74",25,"2,19","0,57","1,35","3,18","8,77","-5,37","7,68","4,06",7,"0,84","0,51","17,57"
"163,72","1241,5","11,31","34,71","70,89","22,57","135,5","157,04","1278,5","3,14","0,58","0,31","39,76","52,11","4,72","0,97",37,"0,96","21,59","0,98","0,71","0,32","0,33",2756,"0,45","0,74","5026,74","69,43","24,27","2,86","0,56","1,3","3,64","7,79","4,64","9,04","3,98","9,15","0,45","0,39","21,53"
"140,12","903,5","9,85","29,52","59,62","19,82","155,58","133,41","939,5","3,01","0,58","0,32","33,92","44,6","4,39","0,96",36,"0,95","21,73","0,59","0,71","0,33","0,33",1728,"0,52","0,7","3712,07","59,03","20,75","2,85","0,57","1,34","3,18","7,01","4,31","7,81","3,61","7,43","0,74","0,49","18,17"
"140,02",1008,"11,31","29,4","57,04","22,82","131,54","134,28",1036,"2,5","0,65","0,39","35,82","44,57","4,74","0,97",28,"0,96","19,45","0,96","0,75","0,4","0,38",1935,"0,52","0,59","4089,76","58,8","23,43","2,51","0,63","1,55","3,79","-9,54","-5,87","9,36","4,92","6,74","0,57","0,21","18,95"
"129,84","890,5",10,"26,8","54,43","21,87","94,12","125,6","914,5","2,49","0,66","0,38","33,67","41,33","4,56","0,97",24,"0,97","18,93","0,41","0,73","0,37","0,37",1188,"0,75","0,49","3738,88","53,08","22,69","2,34","0,62","1,51","3,58","-8,87","-5,47","9,18","4,69","6,33","0,66","0,27","17,77"
"140,12","904,5","8,94","29,55","60,7","19,03","24,11","133,42",936,"3,19","0,58","0,31","33,94","44,6","4,36","0,97","31,5","0,95","21,71","0,58","0,7","0,29","0,3",1760,"0,51","0,62","3629,8","59,09","19,74","2,99","0,56","1,29","4,49","9,49","5,47","-11,43","4,83","7,62","0,15","0,1","18,21"
"150,47","1161,5","11,4","27,04","55,99","30,37","13,88","141,96","1341,5","1,84","0,64","0,47","38,46","47,9","5,14","0,87",180,"0,94","19,49","0,65","0,81","0,41","0,42",1768,"0,66","0,35","5342,32","54,08","32,5","1,66","0,66","1,81","2,67","-6,92","-4,62","-7,26","3,69","5,3","2,39","2,2","19,64"
"120,43",826,"10,44","24,03","48,95","21,78","6,83","116,01","845,5","2,25","0,72","0,44","32,43","38,33","4,64","0,98","19,5","0,96","17,56","0,48","0,75","0,43","0,43",1104,"0,75","0,38","3348,8","48,05","22,75","2,11","0,67","1,69","4,32","9,63","5,84","10,37","4,97","5,1","0,25","0,22","16,8"
"142,71",964,"9,85","29,77","64,47","21,07","29,26","136,13","1007,5","3,06","0,59","0,3","35,03","45,43","4,36","0,96","43,5","0,95","21,13","0,64","0,67","0,31","0,33",1802,"0,53","0,65","4268,32","59,54","21,7","2,74","0,58","1,38","3,13","-7,87","-4,89","10,05","4,2","5,75","0,22","4,11","16,53"
"128,71",935,"11,31","26,54","52,23","23,22","45,09","124,17",959,"2,25","0,71","0,44","34,5","40,97","4,77","0,97",24,"0,96","17,72","0,97","0,76","0,43","0,43",1560,"0,6","0,77","3810,08","53,08","23,49","2,26","0,67","1,69","4,77","10,76","6,57","-11,02","5,54","5,26","1,12","2,38","17,43"
"138,08",1005,11,"28,22","57,76","23,08","176,36","133,22","1038,5","2,5","0,66","0,38","35,77","43,95","4,71","0,97","33,5","0,96","18,97","0,42","0,73","0,38","0,39",1368,"0,73","0,69","4187,53","56,44","23,21","2,43","0,63","1,53","3,4","7,73","4,87","8,14",4,"6,6","0,76","0,47","18,83"
"133,64","911,5","10,77","28,65","57,62","21,64","59,89","129,34","930,5","2,66","0,64","0,35","34,07","42,54","4,49","0,98",19,"0,97","19,59","0,59","0,71","0,37","0,38",1530,"0,6","0,57","3917,02","57,31","22,74","2,52","0,62","1,51","3,6","8,45","5,48","-8,54","4,36","3,25","0,86","3,18","15,45"
"134,61","1001,5","11,31","27,9","55,17","23,64","50,77","130,4","1024,5","2,33","0,69","0,42","35,71","42,85","4,81","0,98",23,"0,97","18,09","0,87","0,75","0,41","0,41",1840,"0,54","0,82","4098,02","55,8","23,77","2,35","0,65","1,61","4,18","10,58","-7,01","9,86","5,17","6,25","0,73","2,24","17,97"
"147,64","1022,5","9,49","31,66","63,72","20,62","18,59","141,4",1052,"3,09","0,59","0,32","36,08",47,"4,52","0,97","29,5","0,96","21,32","0,48","0,71","0,3","0,3",1740,"0,59","0,52","4128,28","63,32","21,54","2,94","0,57","1,33","4,77","10,45","6,16","10,8","5,35","5,71","0,27","0,98","17,53"
"131,2",714,"7,28","27,21","55,8","17,44","145,86","124,74","798,5","3,2","0,52","0,29","30,15","41,76","4,04","0,89","84,5","0,95","24,11","0,82","0,71","0,26","0,27",1665,"0,43","0,7",3057,"54,41","20,12","2,7","0,51","1,18","2,64","6,62","4,68","6,43","3,36","7,57","1,19","0,98","16,48"
"127,64","880,5","10,63",26,"53,63","21,5","65,29","122,64",908,"2,49","0,68","0,39","33,48","40,63","4,57","0,97","27,5","0,96","18,5","0,61","0,73","0,4","0,41",1470,"0,6","0,93","3623,28",52,"22,81","2,28","0,64","1,59","3,75","8,62","5,4","8,96","4,47","5,69","0,48","0,38","17,44"
"148,33","1126,5",11,"30,76",63,"23,46","95,44","142,53","1164,5","2,69","0,64","0,36","37,87","47,21","4,77","0,97",38,"0,96","19,53","0,4","0,72","0,35","0,36",1550,"0,73","0,59","4642,4","61,13","24,71","2,47","0,61","1,45","4,04","-9,76","-5,88","-9,97","5,11","7,48","0,43","0,22","20,05"
"148,81","921,5",9,"31,32","62,25","19,65","164,24","141,49","1004,5","3,17","0,52","0,3","34,25","47,37","4,34","0,92",83,"0,95","24,03","0,46","0,72","0,29","0,29",1708,"0,54","0,94","3843,35","62,64","20,14","3,11","0,52","1,2","2,76","-7,26","-4,47","-7,05","3,73","7,4","1,41","0,55","17,7"
"135,84","939,5",10,"28,22","59,02","21,01",175,"131,27",968,"2,81","0,64","0,34","34,59","43,24","4,5","0,97","28,5","0,97","19,64","0,39","0,71","0,34","0,35",1254,"0,75","0,69","3895,18","56,44","20,82","2,71","0,6","1,41","3,95","9,23","5,84","9,17","4,71","7,04","0,38","0,26","18,36"
"151,3","1095,5","10,44","31,48","66,14","21,66","108,86","143,87",1135,"3,05","0,6","0,32","37,35","48,16","4,59","0,97","39,5","0,95","20,9","0,53","0,69","0,32","0,33",1920,"0,57","0,59","4500,88","61,98","22,32","2,78","0,58","1,36","3,98","8,67","5,17","9,34","4,45","7,86","0,31","0,26","19,81"
"152,31",1011,"9,19","33,3","68,32","19,8","42,84","147,59","1033,5","3,45","0,55","0,28","35,88","48,48","4,34","0,98","22,5","0,97","22,95","0,92","0,69","0,27","0,28",2397,"0,42","0,59","4249,53","66,6","19,98","3,33","0,51","1,16","3,77","-9,09","-5,38","-9,98","4,8","9,36","0,44","0,22","19,89"
"137,25",897,"9,22","29,15","59,66","19,7","1,6","132,12",926,"3,03","0,6","0,32","33,79","43,69","4,38","0,97",29,"0,96",21,"0,36","0,7","0,31","0,32",1239,"0,72","0,72","3692,54","58,31","21,49","2,71","0,58","1,37","3,53","7,78","4,73","8,51",4,"9,62","1,58","3,12","18,91"
"152,85",1278,"13,44","31,63","61,63","27,32","133,7","147,22","1309,5","2,26","0,69","0,43","40,34","48,65","5,14","0,98","31,5","0,96","18,28","0,84","0,76","0,44","0,42",2100,"0,61","0,29","5289,71","63,25","27,43","2,31","0,66","1,67","3,69","9,3","-6,95","-8,87","4,67","6,7","0,74","0,27","21,07"
"162,17",1200,"11,18","35,16","70,76","22,07","147,72","156,05","1235,5","3,21","0,57","0,31","39,09","51,62","4,65","0,97","35,5","0,96","21,91","0,61","0,7","0,32","0,32",2356,"0,51","0,35","4906,14","70,33","23,47",3,"0,56","1,29","4,93","-11,94","-6,82","11,39","5,94","9,06","0,12","0,07","21,16"
"152,12","1226,5","12,37","31,66","62,56","25,33","158,49","146,09","1255,5","2,47","0,67","0,4","39,52","48,42",5,"0,98",29,"0,96","18,87","0,55","0,74","0,4","0,39",1980,"0,62","0,27","4978,66","63,32",26,"2,44","0,64","1,56","4,79","12,18","-7,14","11,08","5,79","5,31","0,42","0,69","19,51"
"144,91",1024,11,"27,37","57,02","25,25","79,14","135,5",1131,"2,26","0,61","0,4","36,11","46,13","4,78","0,91",107,"0,94","20,51","0,55","0,76","0,39","0,4",1650,"0,62","0,38","4524,01","54,74","25,48","2,15","0,64","1,57","4,38","9,78","6,69","9,76","4,95","6,29","0,75","1,08","18,89"
"186,45",1022,"8,49","33,64","62,41","29,12","141,35","160,75","1314,5","2,14","0,37","0,33","36,07","59,35","4,57","0,78","292,5","0,86","34,02","0,86","0,82","0,27","0,25",2793,"0,37","0,38","5710,36","67,21","27,38","2,45","0,47","1,12","2,32","6,12","3,91","5,96","3,14","9,89","4,54","2,68","21,11"
"151,3","1122,5",11,"31,05","65,44","23,85","77,81","144,28",1181,"2,74","0,62","0,33","37,8","48,16","4,67","0,95","58,5","0,95","20,39","0,49","0,7","0,34","0,35",1830,"0,61","0,53","4902,84","62,1","24,24","2,56","0,61","1,48","3,06","7,18","4,66","7,4","3,72","7,01","1,76","2,14","19,74"
"166,99",1443,"13,89","34,76","67,16","27,03","134,41","159,59","1474,5","2,48","0,65","0,41","42,86","53,16","5,23","0,98","31,5","0,96","19,33","0,98","0,76","0,41","0,4",2756,"0,52","0,54",5703,"69,35","29,6","2,34","0,64","1,55","4,22","9,19","5,52","-10,06","4,72","7,51","0,19","1,88","21,84"
"145,44","1094,5","11,31","30,27","60,17","23,59","146,23","139,14","1127,5","2,55","0,65","0,38","37,33","46,29","4,81","0,97",33,"0,96","19,33","0,72","0,74","0,38","0,37",2014,"0,54","0,31","4459,29","60,54","24,38","2,48","0,63","1,53","3,82","-9,38","-5,75","9,61","4,94","6,92","0,53","0,27","19,66"
"98,53","482,5",8,"19,16","41,45","16,41","173,82","94,97",502,"2,53","0,62","0,36","24,79","31,36","3,85","0,96","19,5","0,96","20,12","0,47","0,73","0,39","0,42",684,"0,71","0,56","2136,29","37,66","20,87","1,8","0,63","1,6","2,69","6,57","4,42","6,68","3,42","3,45","1,4","3,59","11,09"
"161,54",1025,"9,22",35,"69,54","19,14","159,46","153,34","1073,5","3,63","0,49","0,27","36,13","51,42","4,33","0,95","48,5","0,95","25,46","0,48","0,7","0,27","0,26",2112,"0,49","0,53","4181,58","70,01","20,06","3,49","0,5","1,12","3,38","7,1","4,17","-8,63","3,61","9,81","0,46","0,34","20,17"
"154,61","1149,5","10,63","32,04","67,28","22,45","64,83","147,46","1198,5",3,"0,6","0,32","38,26","49,21","4,66","0,96",49,"0,95","20,8","0,6","0,7","0,32","0,33",2160,"0,53","0,7","4746,02","64,08","22,48","2,85","0,58","1,38","4,08","-10,51","-6,22","9,66","5,08","7,91","0,4","0,27","20,31"
"193,58","2457,5",23,"33,53","66,26","49,73","64,71","184,92",2527,"1,33","0,82","0,71","55,94","61,62","6,87","0,97","69,5","0,96","15,25","0,83","0,89","0,69","0,69",3276,"0,75","0,31","10351,03","67,07","50,76","1,32","0,77","2,6","3,68","9,7","6,54","9,91","5,19","3,15","1,38","0,31","28,13"
"182,17",2007,"19,7","33,42","63,23","42,33","139,42","173,96","2064,5","1,49","0,76","0,64","50,55","57,99","6,36","0,97","57,5","0,95","16,53","0,95","0,88","0,62","0,59",2968,"0,68","0,18","8407,97","66,84","41,56","1,61","0,74","2,23","3,13","8,56","5,93","-8,41","4,5","4,69","2,25","0,41","25,73"
"198,65",2420,"22,8","34,56","65,58","51,24","152,43","188,87",2576,"1,28","0,77","0,72","55,51","63,23","6,85","0,94",156,"0,95","16,31","0,89","0,92","0,7","0,66",3528,"0,69","0,38","10556,06","69,12","50,5","1,37","0,76","2,63","3,23","8,31","5,82","9,43","4,46","3,23","2,39","1,26","27,96"
"218,55","3059,5","25,18","35,93","73,63","55,19","31,73","207,3","3191,5","1,33","0,8","0,72","62,41","69,57","7,27","0,96",132,"0,95","15,61","0,93","0,9","0,68","0,7",4416,"0,69","0,45","12765,45","71,85","54,99","1,31","0,77","2,69","3,57","-9,58","-6,58","-9,73","5,14","3,17","1,84","0,65","31,36"
"200,41","2297,5","20,81","31,19","59,91","54,29","104,15","182,12",2528,"1,1","0,72","0,82","54,09","63,79","6,99","0,91","230,5","0,91","17,48","0,93","0,97","0,69","0,67",3021,"0,76","0,8","10216,63","62,37","52,68","1,18","0,77","3,16","3,8","-9,23","-6,43","-8,99","4,69","2,04","0,78","2,23","27,43"
"184,37",2237,23,"32,22","60,42","48,39","108,94","176,6","2283,5","1,25","0,83","0,78","53,37","58,69","6,87","0,98","46,5","0,96","15,2","0,8","0,93","0,76","0,71",2880,"0,78","0,36",9184,"63,63","48,51","1,31","0,78","2,76","3,64","9,64","6,99","-9,5","5,06","2,85","1,53","0,86","26,86"
"193,82",2524,25,"33,27","64,48","51,56","81,37","185,82","2573,5","1,25","0,84","0,77","56,69","61,7","7,06","0,98","49,5","0,96","14,88","0,83","0,92","0,78","0,75",3510,"0,72","0,43","10444,31","66,49","53,24","1,25","0,78","2,92","3,54","9,59","6,76","-9,75","5,16","2,8","1,59","1,56","28,3"
"195,92","2217,5","19,92","35,11","70,1","43,42","103,19","184,27","2337,5","1,61","0,73","0,57","53,14","62,36","6,35","0,95",120,"0,94","17,31","0,74","0,84","0,57","0,57",3234,"0,69",0,"9561,79","70,01","43,96","1,59","0,73","2,19","3,01","-8,41","-5,77","8,24","4,44","4,97","2,49","0,99","26,97"
"181,92","2031,5","19,7","32,32","64,56","42,7","132,86","173,83","2133,5","1,51","0,77","0,62","50,86","57,91","6,33","0,95",102,"0,96","16,29","0,93","0,86","0,61","0,61",3132,"0,65","0,14","8659,94","64,64","43,92","1,47","0,74","2,2","3,16","8,15","5,54","-8,49","4,35","4,41","2,08","0,63","25,69"
"272,89","1532,5","9,85","33,87","63,4","36,47","9,01","170,7",1824,"1,74","0,26","0,49","44,17","86,86","5,55","0,84","291,5","0,63","48,59","0,56","0,86","0,31","0,29",2584,"0,59","0,18","7263,69","67,74","36,87","1,84","0,61","1,72","2,71","7,12","4,77","-7,85","3,84","1,15","8,19","14,67","13,37"
"180,51",1884,"17,46","32,82","66,65","37,34","155,22","171,13",1933,"1,78","0,73","0,54","48,98","57,46",6,"0,97",49,"0,95","17,29","0,77","0,82","0,52","0,53",2976,"0,63","0,02","7819,02","65,22","36,47","1,79","0,72","1,99","3,35","8,48","5,54","8,89","4,52","5,5","1,72","0,36","25,02"
"185,58","2253,5","23,33","30,68","59,78","48,96","141,02","174,92","2339,5","1,22","0,82","0,8","53,57","59,07","6,93","0,96",86,"0,94","15,28","0,95","0,93","0,78","0,76",3304,"0,68","0,26","9195,82","61,35","48,78","1,26","0,79","2,98","4,26","-11,72","-7,81","11,63","6,26","2,22","0,66","0,58","26,88"
"223,48",2577,"22,47","35,46","67,08","53,35","65,43","197,3",2806,"1,26","0,65","0,73","57,28","71,14","6,99","0,92",229,"0,88","19,38","0,91","0,94","0,67","0,63",3835,"0,67","0,6","11242,12","70,8","52,96","1,34","0,76","2,86","3,14","-10,09","-6,58","9,27","5,13","2,86","3,08","3,11","28,42"
"188,02",2255,"23,77","32,07","61,35","50,02","153,03","178,89",2352,"1,23","0,8","0,76","53,58","59,85","6,84","0,96",97,"0,95","15,68","0,83","0,93","0,77","0,74",2784,"0,81","0,76","9640,24","64,14","49,37","1,3","0,77","2,92","3,4","8,81","6,28","9,17","4,72","2,61","2,01","1,07","26,98"
"136,47","1277,5","18,38","21,8","41,78","38,93","36,27","129,5",1310,"1,07","0,86","0,93","40,33","43,44","6,24","0,98","32,5","0,95","14,58",1,"0,99","0,88","0,84",1764,"0,72","0,63","5110,11","43,6","39,38","1,11","0,8","3,97","4,64","13,29","9,3","14,82","7,31","0,54","0,34","0,08","20,17"
"180,17",1972,"19,92","30,91","62,41","42,2","13,14","169,92",2102,"1,48","0,76","0,64","50,11","57,35","6,34","0,94",130,"0,94","16,46","0,74","0,87","0,64","0,64",2852,"0,69","0,22","8274,28","61,81","45,04","1,37","0,76","2,43","3,49","-9,45","-6,43","-9,37","5,01","3,5","1,35","1,35","25,19"
"200,75","2491,5","21,92","33,88","67,91","50,68","48,13","190,62","2640,5","1,34","0,78","0,69","56,32","63,9","6,83","0,94",149,"0,95","16,18","0,89","0,89","0,65","0,65",3528,"0,71","0,44","10813,12","67,62","54,36","1,24","0,75","2,46","3,08","-8,97","-6,45","-8,36","4,54","4,36","2,38","4,07","27,85"
"178,85",2041,21,"32,32","65,55","42,33","168,14","171,64",2070,"1,55","0,8","0,6","50,98","56,93","6,3","0,99",29,"0,96","15,67","0,73","0,83","0,64","0,65",2898,"0,7","0,18","8716,45","64,56","44,85","1,44","0,76","2,45","3,28","8,62","5,95","-8,76","4,59","3,76","1,98","0,85","25,77"
"187,82",2331,24,"31,76","62,82","49,05","103,03","179,85",2423,"1,28","0,83","0,75","54,48","59,79","6,87","0,96",92,"0,96","15,13","0,81","0,91","0,76","0,76",3213,"0,73","0,38","9680,36","63,29","49,77","1,27","0,78","2,94","4,46","10,8","7,23","-11,53","5,71","2,21","0,57","0,68","27,37"
"195,1","2554,5","24,04","33,46","67,05","50,01","97,58","186,5","2601,5","1,34","0,84","0,72","57,03","62,1","6,96","0,98",47,"0,96","14,9","0,76","0,89","0,72","0,72",3417,"0,75","0,31","10533,67","66,91","50,14","1,33","0,77","2,58","3,86","10,29",7,"-10,22","5,45","3,35","1,12","0,35","28,66"
"195,92","2259,5","20,51","33,52","70,8","45,14","24,99","185,99",2392,"1,57","0,74","0,57","53,64","62,36","6,37","0,94","132,5","0,95","16,99","0,9","0,84","0,58","0,61",3355,"0,67","0,37","10040,76","66,37","44,54","1,49","0,74","2,35","3,07","-8,15","-5,61","-8,63","4,39","4,28","2,75","1,78","27,19"
"174,37",1654,"17,46","29,77","55,82","44,94","1,78","162,49",1849,"1,24","0,68","0,68","45,89","55,5","6,14","0,89",195,"0,93","18,38","0,78","0,93","0,63","0,59",2714,"0,61","0,33","7880,32","58,86",45,"1,31","0,74","2,76","2,88","8,01","5,7",-8,"4,28","2,5","3,03","1,3","23,3"
"150,85",1498,"18,87","25,2","48,86","41,67","146,84","144,95",1538,"1,17","0,83","0,8","43,67","48,02","6,25","0,97",40,"0,96","15,19","0,98","0,94","0,77","0,75",2256,"0,66","0,2","6395,79","48,47","45,76","1,06","0,78","3,61","3,33","-10,09","-7,23","-9,86","5,42","1,59","2,14","0,84","21,17"
"182,85",2153,20,"32,7","65,93","42,01","16,53","173,96","2219,5","1,57","0,81","0,63","52,36","58,2","6,45","0,97","66,5","0,95","15,53","0,76","0,84","0,61","0,61",2914,"0,74","0,05","8700,75","65,39","43,83","1,49","0,76","2,28","4,74","-12,81","-7,92","-11,59","6,15","3,02","1,08","1,03","25,8"
"190,99",2412,"23,6","32,24","62,68","49,81","19,05","181,96",2493,"1,26","0,83","0,78","55,42","60,8",7,"0,97",81,"0,95","15,12","0,89","0,92","0,75","0,73",3294,"0,73","0,52","9809,35","64,47","49,92","1,29","0,78","2,86","3,61","9,7","6,86","9,81","5,2","2,49","1,49","0,54","27,81"
